User,Events
852034251,"[3218575152, 229205347, 2312345356, 2616226908, 1097776174, 924928769, 2301827443, 454719225, 1560792011, 1560792011, 2293179650, 709630785, 709630785, 2706302320, 1716904407, 1366149703, 2479922984, 3156343505, 1542626495, 1542626495, 3697286181, 3911584808, 4102873083, 4102873083]"
853126462,"[441988435, 67447356, 1155472355, 2867164384, 3275248026, 2529072432, 955398943]"
855146601,"[1641491432, 1044854627, 1390707377, 1532377761, 719337372, 1600413013, 2529072432, 955398943]"
865750173,"[3920286067, 1497739820, 1696863642, 3047285147, 462519665, 2828969498]"
867285031,"[2842298652, 1547325648, 1221193633, 3040656299, 188505465, 666781614, 2151053813, 1734883207, 3430641796, 3832253163, 4014449816, 2977770201, 463936882, 4172170403, 2117304684, 1434358511, 1638236770]"
869928463,"[2393389779, 3566934113, 1043501802, 1679182061, 3812432743]"
870307659,"[2439597708, 357498428, 2042878904, 3804379416, 3396830170, 2531947768]"
870439648,"[4002702641, 1481265243, 1110856401, 2229290530, 940902684, 3978584303, 2114371180]"
883614923,"[2051603944, 3289683998, 3790866767, 1630022509, 3713495962, 3864843980, 2762356638, 2115491671]"
885331957,"[1162004917, 2509477415, 4215173213, 955002198, 1649692139, 2992630849]"
892435980,"[4203274592, 2693701979, 1930461491, 692075109, 3302719635, 2803195749, 4140154751]"
895953294,"[2923175068, 4082601014, 3779243813, 1776393554, 3395117104, 4140154751]"
898118729,"[3250536690, 4207887432, 426238334, 2284016273, 3177059558, 3177059558, 1556475107, 3429508261, 613942852, 4193610911]"
900914043,"[2590934028, 820281725, 3429508261, 1361307272, 771676713, 2529072432, 955398943]"
901207935,"[4249304663, 907302600, 2130616732, 2643833505, 771676713, 2529072432, 955398943]"
901444265,"[2016018694, 3427185275, 511502799, 582973300, 2078647608, 641209622]"
909725785,"[2587616435, 1151525474, 2518909170, 2442660214, 3425809914, 2073609284]"
912344156,"[1992961977, 666750527, 2938206150, 2822187055, 3158637961, 1241270051, 1850381877, 1427376534]"
913508761,"[1752177173, 897265684, 4173740423, 4055349094, 1455527953, 3710884082, 1868735086]"
913890035,"[3309338938, 2007279414, 1902753965, 1264021736, 1269035551, 2149464820]"
915901561,"[137663137, 3876947098, 3920286067, 176825314, 2120779072, 1699561506]"
917166122,"[3971284129, 1965364019, 3785806105, 4209606131, 1982116608, 4089322861]"
925496510,"[2428145712, 1116367368, 823015621, 1597380017, 799782433, 4232519602]"
928375715,"[495695213, 3056409797, 1195561593, 1391233886, 2823969115]"
929368698,"[127757681, 2007279414, 3309338938, 268233790, 1269035551, 3849306291]"
929841430,"[1914791953, 1549996522, 3807386691, 1204312045, 3797370417, 2803195749, 4140154751]"
934944362,"[122777568, 2716503088, 1498254766, 1770049890, 3382385081, 1600413013, 955398943]"
938766697,"[3985899647, 2714222740, 861118590, 1600413013, 2529072432, 955398943]"
941192286,"[4259189014, 3066409179, 1963354961, 1716570408, 3478765131, 1254034379, 3047285147, 3276213471, 1133385189]"
942095316,"[806826749, 813808366, 2002146936, 1092072561, 861118590, 2529072432, 955398943]"
944897662,"[2417896230, 4080944038, 2007279414, 1203717384, 1451401793, 2149464820]"
944898886,"[1645436499, 3632072502, 1390707377, 1532377761, 2529072432, 955398943]"
952121162,"[3485562613, 4127802244, 4075722631, 4119475665, 3123645626, 2093282303]"
952689028,"[1143671570, 783438771, 2763121514, 1891264305, 3715949348, 1867718138, 238236954]"
954469709,"[2695898547, 1446341316, 2830983643, 1491066879]"
964184183,"[1511862915, 2895151976, 2235916835, 2465528861, 622003251, 834360181]"
968336394,"[3485904262, 415360329, 489688963, 3738288081, 1199170498, 2422202663, 549024328]"
971572498,"[2007279414, 3309338938, 1151525474, 2518909170, 516796945, 1203717384, 3950589515, 2149464820, 2498491194, 952519340]"
975501999,"[2428145712, 679700922, 675888033, 4203627753, 4125420656, 899234866]"
975885955,"[2007279414, 1203717384, 2149464820, 910169576, 2498491194, 2073609284]"
977456993,"[3833592318, 3982566776, 1989853635, 1294070735, 4216404157, 3268726556]"
978642210,"[1306373360, 2645301517, 2913407142, 2806565970, 739733335, 326664129, 1488068589]"
980154606,"[4161589806, 1116957623, 2715216804, 2108188468, 1951437492, 1370289455]"
981507216,"[1092072561, 3632072502, 1390707377, 1532377761, 2529072432, 955398943]"
983219028,"[2863044222, 1612428848, 3509870432, 1224985099, 2508555495, 585101277, 1788118360, 2829792984]"
985718337,"[2007279414, 1269035551, 2149464820, 3103100779, 1203717384, 3849306291]"
988874074,"[2007279414, 3309338938, 3425809914, 1902753965, 2073609284]"
990507785,"[1271330281, 779843977, 121419074, 2328060612, 2132888830, 1838843061]"
995064362,"[2476622244, 1563973355, 656688286, 1334367841, 4125754193, 3331390995]"
998215810,"[2094952127, 1117787573, 86253389, 3030832826, 673997250, 1389088809, 1731351853, 2984524106, 1288074648, 4055585686, 268669105, 2031310974, 3067996970, 3681790556, 496131340, 3597634538, 1596190412, 1689486051]"
999268198,"[711904904, 1064885201, 691970985, 2794260340, 364572656, 2415873572]"
1000066358,"[3984042837, 1845786756, 1859823732, 2993316611, 383607907, 152418051]"
1000773879,"[194439676, 1985315989, 775500559, 1374330612, 3383737148, 3495214785, 4201530293, 2045110309, 2597085367, 874026111, 1584205731, 1500885104, 858322877, 3433938884, 2385597850]"
1000957666,"[1845982132, 3349548561, 2401458775, 3429508261, 635799819, 2130616732, 2643833505, 955398943]"
1001062210,"[407061424, 478399061, 1159701801, 3773519709, 2766425759, 2325542576]"
1008276324,"[817046735, 1627365362, 2275514332, 1580455386, 782675480, 3390105219, 1446608996, 1243481310, 3472930517, 1114350408]"
1008861493,"[4136385770, 343535409, 530307239, 3488779034, 1160515735, 3386743210, 1447796967, 2698678033]"
1010701404,"[303459881, 100731276, 2164605953, 4161762683, 2042242482, 2237504401]"
1013594520,"[1370244570, 3183605169, 1926015481, 3554433899, 97217712, 955398943]"
1013893828,"[3888550683, 3029364681, 2995863084, 2460468313, 1699561506, 1170338316]"
1019226310,"[2186245955, 786670004, 2464444877, 4082601014, 3681999765, 588161010]"
1020875748,"[2408736353, 344964080, 679642227, 3174177804, 3288650677, 2664541493]"
1022813953,"[1575588609, 2035908534, 2354857659, 2286155514]"
1027602768,"[3184899378, 2401458775, 4249304663, 1361307272, 2643833505, 771676713]"
1030564391,"[2385047306, 1034336461, 1369439354, 704244113, 797378040, 1856036186]"
1034249941,"[3050850143, 1964407998, 167252762, 769820406, 1140866581, 2460957668]"
1034862978,"[2329959118, 3569123252, 1633415039, 2642707561, 810618772, 1465929077]"
1038960564,"[4198698180, 1468446505, 4000251470, 3563504832, 1672363370, 1548928340, 1241270051]"
1039053975,"[865179235, 1857156364, 3405035331, 284842341, 250325568, 3084061084, 2452291959, 408534627, 1406077007, 1232039292, 1519693555, 3116354511, 477878289, 4273083332]"
1040473939,"[2407493983, 3247577480, 4186611895, 2321880279, 2264207621, 2284893483]"
1045779976,"[1154290723, 3539781329, 2338976654, 3855266116, 3314895954, 3254991059, 1600413013, 2529072432, 955398943]"
1049146719,"[2007279414, 2418142030, 4244463632, 1269035551, 3849306291, 1816813281, 1076364848, 952519340]"
1049481453,"[3274131825, 1545807185, 1497621048, 3943984458, 3926229879, 3388271263]"
1049843964,"[3812153136, 4053956936, 3026366413, 1408515227, 2693086474, 1764873344, 2088284484]"
1050303296,"[2428145712, 679700922, 675888033, 2168553474, 740269154, 4203627753, 4125420656, 899234866]"
1060099431,"[3309338938, 3712070556, 1853435067, 4080944038, 2007279414, 1269035551]"
1060988803,"[2515441751, 3100019876, 1203090081, 216378107, 3788896966, 4032688818]"
1062984942,"[498238691, 426403871, 2708122190, 2824024899, 2165261948, 3118576636]"
1064453408,"[2077865887, 572892424, 2411120646, 3315486330, 3632072502, 986099040, 3300948291, 2142755647, 1390707377]"
1066251866,"[600398738, 319112058, 4058857647, 840735277, 1175479323, 255609235, 1068118073, 2188481598, 3412307751, 2926120767, 2900101189, 3990432120, 941988517, 3248049500, 1008195877, 477591068, 434091691, 4021240345, 2144847927]"
1066372954,"[1773230862, 4038388081, 3339637743, 1155472355, 2901008831, 3275248026]"
1068430193,"[673098017, 2007279414, 3849306291, 2498491194, 2073609284, 952519340]"
1069845555,"[3842503102, 2674105773, 1060035659, 3068622773, 238236954, 2105385171, 64255702]"
1071963586,"[3309338938, 3048578499, 2007279414, 268233790, 2149464820, 2073609284]"
1072640827,"[1991249255, 2693999668, 2461534851, 86549210, 1628506913, 4061182012]"
1073188652,"[156790944, 3198275968, 1066708183, 3232053960, 1329734614, 2529072432]"
1073519980,"[341636399, 67667689, 3496304945, 1449252371, 1984807525, 1953992165]"
1078537007,"[1425625542, 2394399969, 4289340738, 3838044081, 1600413013, 955398943]"
1082691947,"[94614992, 288275775, 3680303526, 3370398075, 3416872382, 3569452467]"
1084319722,"[1371103064, 3304691824, 2639741116, 419532466, 1047008495, 692075109]"
1084997316,"[554178639, 1683297114, 2024782884, 2608868276, 3180988532, 730938870]"
1085490219,"[3227214137, 184937051, 4027440425, 2808933304, 1256273578, 364572656]"
1087870025,"[3049478456, 450130761, 2429675854, 3183605169, 1776393554, 2354857659]"
1091610794,"[1361307272, 633659090, 907302600, 2130616732, 2529072432, 955398943]"
1094788037,"[2007279414, 1203717384, 1902753965, 2149464820, 1269035551, 1076364848]"
1095850255,"[1679095679, 2345709954, 3698848785, 650247487, 2627817703, 705007381, 843844488]"
1101972092,"[1444583217, 1580455386, 2805037878, 587628640, 640279319, 897667289]"
1111951186,"[1120641064, 2142755647, 3632072502, 3565166403, 1532377761, 955398943]"
1112792616,"[2118802492, 341911370, 1919281202, 229928069, 2536189879, 721858430, 2001150138, 1500022724, 1695480317, 1359710437, 3968395368, 821546192, 633659090]"
1112899728,"[978829373, 3637523569, 572892424, 3838044081, 645163767, 955398943]"
1114548338,"[2554291574, 544580953, 1569838328, 771676713, 1361307272, 2529072432]"
1115995297,"[2793561755, 2717718620, 51076977, 1600413013, 2529072432, 955398943]"
1119929505,"[3764710330, 1525541504, 494609171, 782736846, 4152301247, 604416374]"
1138996450,"[1872513976, 144722539, 3794166180, 1992220874, 947037427, 3147545008, 3004272047, 1314114792, 3059533716]"
1141805584,"[1379273008, 1441694898, 140336062, 1442089227, 1945597998, 3472930517, 955398943]"
1144686688,"[711904904, 4025232349, 1458906695, 2652552299, 2401458775, 2645301517]"
1148091006,"[4182481615, 3726974662, 3616651322, 1539526655, 1784350323, 1635880727]"
1150855279,"[1604908519, 2650542682, 1361307272, 633659090, 907302600, 2529072432]"
1151239535,"[1372348184, 1171957515, 2494196199, 3803058898, 755780811, 578037803, 3679966356, 3588664375, 3263953277, 3306000381, 251270222, 1544642235, 3331152144, 1590675258, 3663891590, 2824024899, 93291131, 1520335024, 1426337764, 36941495, 1389265162, 2153037761]"
1154164776,"[1404500601, 2219144892, 2166119628, 3462111166, 2621889209, 1448086840]"
1161695480,"[1066191630, 3524314596, 551895988, 4090461312, 1681658774, 1486919469]"
1162467941,"[594975095, 483049188, 2679948755, 2679948755, 2586610989, 3353105116, 2472458349]"
1162995930,"[1732400671, 130281276, 2806565970, 3643004825, 3793452317, 4198728308, 1133385189]"
1174496191,"[955692500, 4142633382, 2660106561, 2910886085]"
1174924783,"[2535249867, 829096016, 4267908091, 2285963249, 2078674354, 1332759137]"
1181399405,"[3984042837, 61186519, 1845786756, 581559015, 4203627753, 3509100603]"
1185909505,"[2038842201, 3667618471, 3100616465, 1613671569, 4364520, 1550049026, 4231641706, 937969852, 2153037761]"
1186306562,"[2007279414, 1407801833, 268233790, 1269035551, 2073609284, 1076364848]"
1186383301,"[4121425072, 2269110763, 386736334, 3096337166, 836475546, 2144847927, 2688524160]"
1191065441,"[2011797216, 3223189854, 1812388516, 1533609818, 2380117374, 3598553657]"
1193753309,"[221664601, 1786302939, 3888550683, 402856544, 1249778557, 989895313, 3047285147, 3340530619, 939765972, 3480624055]"
1194867611,"[3374363087, 2375103731, 2719491342, 3863879024, 2806565970]"
1196973493,"[3864843980, 1189005464, 426403871, 130493588, 3790866767, 2115491671]"
1201125575,"[2489566262, 2280892735, 2328961855, 496131340, 1228413502, 1596190412]"
1201984883,"[1379101853, 3857367648, 3577652785, 3361087612, 3527147387, 3810748556, 1214819792, 3716036142]"
1206686094,"[3335153331, 3335153331, 1946764368, 1946764368, 619666754, 619666754, 4070503980, 4155943997, 4155943997, 1159050153, 1159050153]"
1208562840,"[3036332464, 2517768885, 3008017580, 2892041085, 1404633374, 2008322528, 2520708953]"
1210507520,"[1473914288, 968466974, 1407744396, 2825386316, 3124721005, 3241864350]"
1210932037,"[2125287197, 3735101795, 3565166403, 1390707377, 1532377761, 2529072432, 955398943]"
1214698655,"[711904904, 2652552299, 2265007148, 3964060639, 176458041, 2806565970, 635799819, 353933726, 559618821]"
1219372694,"[3859818831, 1654106477, 2421414250, 1449780858, 4199917972, 2507715258, 1582951351]"
1220061846,"[2007279414, 268233790, 2149464820, 2498491194, 2073609284, 1816813281, 952519340]"
1220188351,"[3173191456, 3454377311, 1754464325, 827394707, 4252287704]"
1221391751,"[3603111897, 510687100, 2489333364, 908427583, 1541614804, 3406437144]"
1221659619,"[4091868183, 3203638855, 1967903028, 815715465, 3367174753, 179170940]"
1227878272,"[2765362727, 3183605169, 3621854275, 1926323783, 3358064160, 2374444123, 3276213471, 1600413013, 955398943]"
1233124121,"[2522610844, 3017074183, 2414358105, 2045147782, 955398943]"
1236967132,"[2150848115, 2010667544, 13620896, 2824024899, 834360181]"
1237612088,"[3802870894, 3938809089, 1390707377, 1532377761, 1600413013, 2529072432, 955398943]"
1244880349,"[1832462541, 1270829015, 1950690638, 443117188, 529297758, 3802870894, 2782403445]"
1251857185,"[2801788819, 1364587311, 588843412, 2749567415, 84306188, 3615755136]"
1256698929,"[1117966805, 2000752208, 1342275913, 1720699455, 965748273, 2145223158]"
1258740073,"[2740270294, 2394399969, 1082833698, 1829625839, 2264041858, 1600413013]"
1260240845,"[3677554347, 72576587, 3081841508, 2691131073, 2512804658, 3883069165]"
1261451506,"[4239959392, 4054237882, 971510596, 360800244, 1442729750, 786960145, 1748310329]"
1266271629,"[3022634670, 130493588, 3199229320, 486546531, 2824024899, 4242816413]"
1269929715,"[2437756221, 2298040175, 1407189994, 827868550, 2803381523, 3331186835, 2698678033]"
1270740692,"[3731945988, 1096831542, 2575078889, 3930077968, 2429675854, 98978060, 1776393554]"
1278116367,"[606856804, 2354557848, 1278585786, 1222992905, 3568507739, 2867445361, 3231667776, 897667289, 587628640, 1600413013]"
1279721997,"[3922480541, 4002702641, 3312315763, 1065213296, 1776797476, 753115138]"
1294883948,"[3621868055, 1932611639, 3109208257, 234496454, 772123111]"
1298181835,"[273737036, 2012870396, 1438895605, 1060275544, 3779243813, 1065552764]"
1299218981,"[4030670573, 3048578499, 2007279414, 1850381877, 3425809914, 1844176380, 3849306291, 2498491194, 2073609284]"
1313619105,"[3047285147, 3186605940, 1606038564, 2459850460, 2585323353, 3096327312]"
1315245132,"[1641491432, 795973226, 3980859647, 2529072432, 955398943]"
1317057097,"[4136385770, 2030801280, 1926323783, 3276213471, 1600413013, 955398943]"
1317928829,"[3978290343, 2937515293, 4071751701, 1660158596, 1262111436, 236468864]"
1319081165,"[2687552559, 798684088, 2232471778, 2246974842, 523027576, 1936176656]"
1322959747,"[823015621, 14945235, 1597380017, 799782433, 404595428, 4232519602]"
1325052851,"[3022634670, 944759264, 3406775761, 3331152144, 2085386112, 3982727529, 2760644804, 2153037761]"
1325976285,"[1746528134, 2752772467, 1479087506, 393416610, 4160048540, 4041609284, 2114371180]"
1326846562,"[844187980, 1276245294, 1436872418, 2834404806, 283380244, 4037512717, 2086304881, 2018044116, 4264461482, 1222668744, 1828726073, 2058534577, 2693186870, 1777221958, 1777221958, 1150650235, 2182026424, 1435127635]"
1329344819,"[1749744109, 1333395072, 1291254373, 808122386, 4157898359, 741913828, 3039787932, 813746591, 1662125407]"
1330552944,"[3984042837, 61186519, 626312019, 4203627753, 899234866, 152418051]"
1336664122,"[2721696840, 58273774, 151676688, 790687673, 2805037878, 863669353, 445373500, 705007381, 3150441220, 1390707377]"
1336715369,"[3121309854, 3901098555, 4020924115, 2078652440, 4040500582, 1949729672, 2216645281, 1485712807, 4184356373]"
1338460474,"[1120274880, 659578618, 1453755094, 3175031640, 2605913428, 2776927174, 1333552095, 955398943]"
1341260655,"[617788282, 3798356241, 1647257656, 300236626, 1100226557, 4132227015]"
1342404851,"[2118368309, 121684017, 3003433560, 3327259603, 834360181, 2115491671]"
1344653000,"[4097301015, 1172667758, 814953804, 3173690104, 3630913433, 256548629, 3816147170, 1966847967, 3548928882, 459120486, 2330046225, 634508293, 829602148, 3391397881, 2286133717, 940033316, 1093387036, 1093387036, 2324702108, 262906968, 2732696131, 1775142948, 1005267385, 1944992146]"
1354531726,"[2384544175, 1518530087, 1348209331, 771676713, 1600413013, 955398943]"
1367498504,"[2007279414, 4080944038, 3776957253, 1203717384, 1269035551, 2149464820, 1816813281, 952519340]"
1378077886,"[3807386691, 2575078889, 3276213471, 1860569646, 3462111166, 98978060]"
1379130419,"[585602638, 2025752984, 956842207, 2055027707, 3650881117, 753115138]"
1383404582,"[3980859647, 2539026679, 1390707377, 1532377761, 2529072432, 955398943]"
1384880491,"[1425625542, 4133838235, 1017435233, 445373500, 714391510, 1532377761, 2529072432, 955398943]"
1387635875,"[2307375062, 913255694, 306290176, 4202927804, 1862794029, 771676713]"
1392003365,"[1036506079, 686618588, 2428145712, 2168553474, 110357109, 1820029797, 3251813967, 4203627753, 4125420656]"
1407394581,"[3163090701, 142411468, 97782821, 4025024212, 268669105, 843844488]"
1407547363,"[4194137714, 4194137714, 3951901113, 3951901113, 125448533, 125448533, 1195876739, 1195876739, 1944497323, 1944497323, 411731753]"
1412643824,"[468922992, 3676729604, 1673895160, 3275248026, 861118590, 3735036412]"
1415268912,"[2007279414, 3309338938, 516796945, 1902753965, 1269035551, 2149464820, 1076364848]"
1415422982,"[3323634350, 1302761106, 2737955414, 3058999449, 325593308, 91120222]"
1417112446,"[1512603079, 177193417, 3830612733, 1401905636, 3420605744, 2093282303, 2379850649]"
1422762628,"[3012033040, 3406035843, 2974437095, 4081672581, 724813702, 4072028629]"
1426347523,"[3466523662, 1220666503, 3767960965, 1926323783, 4194316975, 2214608095, 3541811987, 3276213471, 1600413013, 955398943]"
1427626481,"[356240482, 2339839832, 3572977792, 8816449, 1187034903, 1611450851]"
1428101175,"[738643299, 1903400031, 2872892494, 4193610911, 1600413013, 2529072432]"
1429212077,"[850932284, 4057581717, 834639430, 2481714628, 2355212660, 2198899241]"
1432546106,"[2729267396, 1465929077, 1902753965, 268233790, 1269035551, 1076364848]"
1435067643,"[309402776, 478310868, 25378326, 2602203758, 2896808540, 2753639447, 2361758181, 4011956251, 1996087141]"
1445882902,"[2425916002, 3247862990, 1310511988, 1130876022, 602394192, 771676713, 1600413013, 2529072432, 955398943]"
1447459888,"[1586958576, 1330332438, 1499603155, 2595865077, 3643004825, 4058829330, 955398943]"
1449039754,"[1400826182, 817046735, 4285933363, 1560199620, 1699561506, 98978060, 1776393554, 3462111166, 753115138, 615488222]"
1449803596,"[3720846471, 4155847923, 2149315332, 1549366784, 168359768, 787628032]"
1452836623,"[1832462541, 3632072502, 1390707377, 1532377761, 221202458, 2529072432, 955398943]"
1452921099,"[2705317682, 1974092868, 2187001566, 3737966751, 2454443883, 981308672, 1849131996]"
1455080965,"[2311572043, 450130761, 1985254914, 3566604706, 1133385189, 1448086840]"
1455874424,"[204831554, 2339839832, 3572977792, 1940779926, 954409482, 1970721704]"
1462567031,"[40348900, 2119976630, 3601196821, 926605391, 1133385189, 1332759137]"
1464451813,"[2105384033, 1002836222, 4281653989, 4105510328, 2993747793, 1902753965]"
1467237100,"[2345968214, 3667110496, 1179672480, 4123308008, 1050017180, 3216854901]"
1467753127,"[2498921168, 1490557433, 3676729604, 2633697384, 1319656469, 2863740012, 2387035830, 19861336, 239276659, 1926323783, 3219059524, 2802832059, 1766189272, 861118590, 2415873572, 1212947698, 633659090, 1332759137, 2130616732, 1600413013, 2529072432, 955398943]"
1473654738,"[3048578499, 2007279414, 1203717384, 268233790, 2149464820, 1816813281, 1076364848]"
1474879368,"[2007279414, 3309338938, 673098017, 1902753965, 1269035551, 1076364848]"
1476755701,"[2956814829, 1388151180, 1390707377, 1532377761, 2529072432, 955398943]"
1485684679,"[3864843980, 3697359735, 3790866767, 519767743, 2762356638, 1630022509]"
1487498370,"[122777568, 1102483880, 2505330132, 1149588581, 259138075, 1263459475]"
1487949494,"[1394402721, 179400585, 3289683998, 2465528861, 3790866767, 1630022509, 3400311907]"
1489351479,"[3434410911, 2968986224, 553021827, 186104502, 3059186887, 236721490, 2023259345, 2655831834, 27733025, 613942852, 2688888297, 1699663431, 199858305, 3655295959, 645163767, 3735036412, 1390707377, 2529072432]"
1500569811,"[1235518473, 2555143768, 2818637673, 1388026005, 1298016856, 2650088968, 1385126312, 645163767, 955398943]"
1513532936,"[322219501, 3347318178, 2833336808, 309860528, 3917524398, 4253986436, 3990500666, 1633263987, 2214608095, 2286155514, 3462111166, 2979828712, 3681999765, 3581275802, 2621503414, 2415873572, 1133385189]"
1515805774,"[585602638, 3835329221, 3583375355, 2422059390, 238236954, 753115138]"
1520424871,"[1111438174, 3055102570, 1034336461, 2467740297, 2059769837, 615488222]"
1520557068,"[1425625542, 3029325544, 3029325544, 3929507420, 3760204639, 3760204639, 1578913364, 1578913364, 3193385743, 1933276938, 1933276938, 742732682, 1205670273]"
1524520597,"[4203571618, 49512724, 2368083210, 1232399528, 230117918, 1205670273]"
1524886161,"[2428145712, 823015621, 675888033, 966971643, 899234866, 4203627753]"
1528971092,"[2007279414, 3309338938, 1902753965, 1269035551, 2149464820, 1076364848]"
1531952242,"[2633697384, 3982608480, 633659090, 2643833505, 2130616732, 907302600]"
1539795814,"[3981414613, 3145143643, 1747078058, 2217633473, 1600413013, 955398943]"
1539932789,"[2500726913, 1463274654, 364065475, 2088805820, 1260166514, 579727844]"
1540705179,"[2007279414, 673098017, 516796945, 268233790, 3849306291, 2073609284]"
1544537243,"[1443698816, 1996897474, 1215684223, 3790866767, 1694955508, 745914541, 834360181, 2153037761]"
1544786140,"[1003065332, 954819298, 1330529419, 1283922964, 3751924386, 1342131627]"
1546141211,"[4247442717, 785245384, 3018427137, 741980164, 39270034, 2257565358, 2653549574, 2274349979, 907836813]"
1548827068,"[2667740825, 1145767321, 591309308, 2753787047, 776270146, 2323349699]"
1549085270,"[643346765, 3212363005, 2746757137, 3855266116, 3632072502, 1044854627, 3565166403, 1390707377, 1332759137, 1532377761]"
1549204000,"[2263436179, 2296601023, 3618747219, 3879840000, 3278814103, 3365253328]"
1551265824,"[997119679, 3981414613, 1536783222, 2881298816]"
1555282107,"[3488779034, 627338344, 2198931282, 2311572043, 2844691787, 1238591141]"
1561107146,"[3982566776, 4168716115, 3946614613, 2649026611, 699308704, 750506418]"
1561371437,"[2098941988, 3696441394, 2007279414, 2729267396, 2445964998, 1902753965, 1269035551]"
1564238696,"[122777568, 1287321572, 1025760152, 151678277, 3228219206, 955398943]"
1565310892,"[1323913377, 151502491, 1597380017, 4232519602, 3281130769]"
1567499133,"[2444401672, 496369519, 1962078959, 2614611034, 1903444229, 211297922, 724028325, 1824709964, 36941495, 1389265162]"
1568529849,"[2007279414, 268233790, 3776957253, 1269035551, 3849306291, 952519340, 1076364848]"
1571871667,"[19861336, 3183605169, 1926323783, 3276213471, 1600413013, 955398943]"
1573621317,"[79214950, 1815989488, 1356764145, 1522127313, 1672262744, 1064770050, 3643004825]"
1575020018,"[3858223520, 1936167908, 3735101795, 268203907, 1532377761, 2529072432, 955398943]"
1578153876,"[2476622244, 885074740, 3537818194, 2391976137, 3389211203, 3331390995]"
1580848851,"[1518530087, 711611185, 134992377, 2453174300, 602394192, 1361307272, 771676713]"
1586608043,"[1701034943, 517126954, 1322716520, 1726301772, 1042965539, 3013920560]"
1600931671,"[2174450358, 788496445, 2780111738, 1199170498, 333266794, 4010042708, 1901632579, 2787476717, 2787476717, 3056563942, 1549883854, 2726295050, 1549883854, 3825526654, 473538275, 1048724520, 473531767, 2138889958, 3075707957, 3830565859, 2545206358, 307263394, 2041291391, 1077825961, 3164743116, 3656509214, 108743814, 388159206, 108743814, 3656509214, 1525583872, 1550707711, 2767536322, 3576424973, 3576424973]"
1602963012,"[1710260937, 677804869, 1969948737, 3477077952, 1567986481, 3211996182]"
1607509210,"[547383999, 998682226, 1693226702, 3150166466, 2715717936, 126225732, 2145977549]"
1607600653,"[735811813, 812616126, 2690912457, 4114917877, 3962281765, 1212611096]"
1607711586,"[1775404950, 2003347053, 1145166049, 2775969504, 1174211087, 1697308010, 646938693, 3873677722, 1562797526, 1999425207, 1473560996, 3001556791, 3175305615, 1222519532, 2465617692, 1255932343, 2620609550, 665832587]"
1611246540,"[406293968, 3276213471, 4218736701, 1133385189, 1600413013, 955398943]"
1612463745,"[1271330281, 3819567837, 3061997378, 3680209340, 3229573153, 31422297, 738179988]"
1614015549,"[3982250823, 4136833166, 2621503414, 3462111166, 98978060, 1448086840]"
1614557413,"[620028937, 3590807274, 693206007, 1500592227, 805963128, 1146909088]"
1616063518,"[2522610844, 2798648172, 3495375541, 1250734354, 318268706, 602394192]"
1617945253,"[505206311, 1386351230, 2965867805, 3842362115, 3017758716, 364572656]"
1618153505,"[1271330281, 2132888830, 4002798045, 2205661933, 1838843061, 945123072]"
1623287180,"[2962515012, 2520498690, 3796451688, 448741271, 3191854902, 429783158, 4282742813, 2689464191, 2245475199, 1292578015, 2678645214, 2929993529, 2082623056, 3145188541, 747724268, 3946739090, 361295277, 1626678328, 2841517077, 3944752179, 3948162966, 231567578, 1722051160, 127438092, 3481965689, 1611732042, 4241901687, 2470001152, 606045790, 3537990440, 4086500156, 1802515141, 3087165236, 673980216, 2516777172, 2042072178, 211855807, 1605169579, 1277547362, 3183253119, 2918749132, 360205844, 1655276659, 3218358123, 1114151918, 3008504566, 2551148060, 1139112869, 2457286435, 1838041662]"
1626755496,"[3047285147, 1978124272, 2355645674, 1249778557, 939765972, 3480624055]"
1627419158,"[1641491432, 4074887767, 3832634890, 2712999658, 2397525028, 1784350323]"
1628915638,"[1202672351, 979051762, 3395589700, 1407659332, 2659777896, 240233220]"
1635772602,"[1248215207, 450093935, 98978060, 753115138, 1733693317, 2456081670]"
1637866930,"[230117918, 1784350323, 1635880727, 3830416827, 705007381, 1641491432]"
1638568594,"[2186245955, 3460711091, 2852836897, 1023712594, 910916908, 3824201493]"
1641930443,"[3919284079, 46687083, 4254456631, 221202458]"
1644052705,"[3588664375, 383090520, 3436774163, 2997613878, 3022634670, 1127247543, 308441139, 1960587441, 101780618, 745914541, 4242816413]"
1645299738,"[3048578499, 2007279414, 3950589515, 2073609284, 2149464820, 1203717384]"
1648729660,"[3206644772, 3021552492, 2550337287, 2179702631, 2194857105, 2098366869]"
1661089307,"[2428145712, 679700922, 110357109, 966971643, 4203627753, 899234866]"
1671510792,"[1439099168, 3217594704, 1088257690, 3788720561, 283163090, 1861025224, 4193497268, 1020530176, 2185322441, 915187958, 3075515067, 742371239, 728908337]"
1683687851,"[2007279414, 3776957253, 1203717384, 2149464820, 1269035551, 1076364848]"
1684440449,"[2007279414, 4080944038, 2418142030, 910169576, 2345395514, 1451401793]"
1686132519,"[1641491432, 1213078967, 3632072502, 714391510, 1390707377, 1532377761, 719337372, 2529072432, 955398943]"
1696780091,"[2007279414, 2815362044, 2149464820, 516796945, 2498491194, 2073609284]"
1697658257,"[438718654, 3168283375, 483140053, 286578835, 280077229, 4089322861, 2824096896]"
1697865048,"[1974873198, 585602638, 416057853, 1470276591, 2888757174, 753115138, 3566580149]"
